id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn04457_c0	>	Cytosol_0	Unknown	R06605_c0		-9.78		(1)  cpd09027[c0] => (1)  cpd00011[c0] + (1)  cpd01567[c0]	(1)  5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate_c0[c0] => (1)  CO2_c0[c0] + (1)  (R) -Allantoin_c0[c0]	rxn04457		R06605	Purine metabolism	
rxn00248_c0	=	Cytosol_0	ASD46_RS15430	(S)-malate:NAD+ oxidoreductase_c0		6.22		(1)  cpd00003[c0] + (1)  cpd00130[c0] <=> (1)  cpd00004[c0] + (1)  cpd00032[c0] + (1)  cpd00067[c0]	(1)  NAD_c0[c0] + (1)  L-Malate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  Oxaloacetate_c0[c0] + (1)  H+_c0[c0]	rxn00248	MDH	R00342	Citrate cycle (TCA cycle)|Pyruvate metabolism|Glyoxylate and dicarboxylate metabolism|Methane metabolism|Carbon fixation in photosynthetic organisms|Carbon fixation pathways in prokaryotes	ANAEROBIC-RESPIRATION|ANARESP1-PWY|ASPARTATE-DEG|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLUTAMATE-DEG|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|Gluconeogenesis|MALATE-ASPARTATE-SHUTTLE-PWY|MALATE-OXALOACETATE-SHUTTLE|P105-PWY|P108-PWY|P23-PWY|P42-PWY|Pyruvate-Degradation|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS|Transport-Pathways
rxn00295_c0	=	Cytosol_0	(ASD46_RS11720 or ASD46_RS25900 or ASD46_RS07570 or ASD46_RS04685 or ASD46_RS22720 or ASD46_RS10055)	UDP-N-acetyl-D-glucosamine 4-epimerase_c0	5.1.3.7	0.0		(1)  cpd00037[c0] <=> (1)  cpd00175[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] <=> (1)  UDP-N-acetyl-D-galactosamine_c0[c0]	rxn00295	UAG4E	R00418	Amino sugar and nucleotide sugar metabolism	Biosynthesis|Cell-Structure-Biosynthesis|Polyamine-Biosynthesis|UDP-Nac-Galactosamine-Biosynthesis
rxn00499_c0	=	Cytosol_0	(ASD46_RS14665 or ASD46_RS16865)	(S)-Lactate:NAD+ oxidoreductase_c0		6.22		(1)  cpd00003[c0] + (1)  cpd00159[c0] <=> (1)  cpd00004[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0]	(1)  NAD_c0[c0] + (1)  L-Lactate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0]	rxn00499	LDH_L	R00703	Glycolysis / Gluconeogenesis|Pyruvate metabolism	ANAEROFRUCAT-PWY|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|P122-PWY|P124-PWY|P41-PWY|P461-PWY|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|Xylose-Degradation
rxn08844_c0	=	Cytosol_0	(ASD46_RS17790 or ASD46_RS14740)	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)_c0		-264.53		(1)  cpd00001[c0] + (1)  cpd15342[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15269[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine octadec-11-enoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  octadecenoate_c0[c0]	rxn08844	LPLIPAL2E181			
rxn05385_c0	=	Cytosol_0	(ASD46_RS03825 or ASD46_RS23665 or ASD46_RS18190 or ASD46_RS07720 or ASD46_RS10895 or ASD46_RS00570 or ASD46_RS23735 or ASD46_RS23230 or ASD46_RS09910 or ASD46_RS01945 or ASD46_RS09670 or ASD46_RS22500 or ASD46_RS07890)	5-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11521[c0] <=> (1)  cpd00006[c0] + (1)  cpd11522[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  5-methyl-3-oxo-hexanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  5-methyl-3-hydroxy-hexanoyl-ACP_c0[c0]	rxn05385				
rxn00707_c0	=	Cytosol_0	(ASD46_RS07295 or ASD46_RS10410)	ITP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00068[c0] + (1)  cpd00367[c0] <=> (1)  cpd00046[c0] + (1)  cpd00067[c0] + (1)  cpd00090[c0]	(1)  ITP_c0[c0] + (1)  Cytidine_c0[c0] <=> (1)  CMP_c0[c0] + (1)  H+_c0[c0] + (1)  IDP_c0[c0]	rxn00707	CYTDK3	R00962	Pyrimidine metabolism	
rxn06937_c0	>	Cytosol_0	ASD46_RS21690	L-glutamate:tRNA(Glu) ligase (AMP-forming)_c0				(1)  cpd00002[c0] + (1)  cpd00023[c0] + (1)  cpd11912[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd12227[c0]	(1)  ATP_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  tRNA-Glu_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  H+_c0[c0] + (1)  L-Glutamyl-tRNA-Glu_c0[c0]	rxn06937	GLUTRS	R05578	Porphyrin and chlorophyll metabolism|Aminoacyl-tRNA biosynthesis	
rxn01637_c0	=	Cytosol_0	ASD46_RS04990	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase_c0		-1.0		(1)  cpd00024[c0] + (1)  cpd00342[c0] <=> (1)  cpd00023[c0] + (1)  cpd00918[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  N-Acetylornithine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  2-Acetamido-5-oxopentanoate_c0[c0]	rxn01637	ACOTA	R02283	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn00566_c0	>	Cytosol_0	ASD46_RS19020	L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)_c0		-7.77		(1)  cpd00001[c0] + (1)  cpd00084[c0] => (1)  cpd00013[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  cpd00239[c0]	(1)  H2O_c0[c0] + (1)  L-Cysteine_c0[c0] => (1)  NH3_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  H2S_c0[c0]	rxn00566		R00782	Cysteine and methionine metabolism	Amino-Acid-Degradation|CYSTEINE-DEG|Degradation|LCYSDEG-PWY
rxn00708_c0	>	Cytosol_0	ASD46_RS14260	Uridine 5'-monophosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00091[c0] => (1)  cpd00009[c0] + (1)  cpd00249[c0]	(1)  H2O_c0[c0] + (1)  UMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Uridine_c0[c0]	rxn00708	NTD2	R00963	Pyrimidine metabolism	
rxn07433_c0	=	Cytosol_0	(ASD46_RS12565 and ASD46_RS12560)	R07602_c0		-2.81		(1)  cpd00213[c0] + (1)  cpd14698[c0] <=> (1)  cpd00056[c0] + (1)  cpd14699[c0]	(1)  Lipoamide_c0[c0] + (1)  3-Methyl-1-hydroxybutyl-TPP_c0[c0] <=> (1)  TPP_c0[c0] + (1)  S-(3-Methylbutanoyl) -dihydrolipoamide-E_c0[c0]	rxn07433		R07602	Valine, leucine and isoleucine degradation	
rxn01269_c0	>	Cytosol_0	ASD46_RS13205	Prephenate:NADP+ oxidoreductase(decarboxylating)_c0		-16.12		(1)  cpd00006[c0] + (1)  cpd00219[c0] => (1)  cpd00005[c0] + (1)  cpd00011[c0] + (1)  cpd00868[c0]	(1)  NADP_c0[c0] + (1)  Prephenate_c0[c0] => (1)  NADPH_c0[c0] + (1)  CO2_c0[c0] + (1)  p-hydroxyphenylpyruvate_c0[c0]	rxn01269	PPND2	R01730	Phenylalanine, tyrosine and tryptophan biosynthesis	
rxn00392_c0	=	Cytosol_0	(ASD46_RS03930 and ASD46_RS03930)	ATP:riboflavin 5'-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00220[c0] <=> (1)  cpd00008[c0] + (1)  cpd00050[c0] + (1)  cpd00067[c0]	(1)  ATP_c0[c0] + (1)  Riboflavin_c0[c0] <=> (1)  ADP_c0[c0] + (1)  FMN_c0[c0] + (1)  H+_c0[c0]	rxn00392	FMN1_1	R00549	Riboflavin metabolism	Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|PWY66-366|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn00747_c0	=	Cytosol_0	((ASD46_RS21315 or ASD46_RS25840) or ASD46_RS19215)	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase_c0		-1.46		(1)  cpd00102[c0] <=> (1)  cpd00095[c0]	(1)  Glyceraldehyde3-phosphate_c0[c0] <=> (1)  Glycerone-phosphate_c0[c0]	rxn00747	TPI	R01015	Glycolysis / Gluconeogenesis|Fructose and mannose metabolism|Inositol phosphate metabolism|Carbon fixation in photosynthetic organisms	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P185-PWY|P341-PWY|P441-PWY|P461-PWY|PHOTOALL-PWY|PWY66-373|Photosynthesis|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS
rxn01334_c0	=	Cytosol_0	ASD46_RS14105	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase_c0		2.56		(1)  cpd00349[c0] <=> (1)  cpd00095[c0] + (1)  cpd00236[c0]	(1)  Sedoheptulose 1,7-bisphosphate_c0[c0] <=> (1)  Glycerone-phosphate_c0[c0] + (1)  D-Erythrose4-phosphate_c0[c0]	rxn01334	FBA3	R01829	Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|PHOTOALL-PWY|PWY0-1517|Photosynthesis
rxn05219_c0	>	Cytosol_0	(Unknown and ASD46_RS21625 and ASD46_RS21630)	nonpolar-amino-acid-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00060[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00060[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Methionine_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Methionine_c0[c0] + (1)  H+_c0[c0]	rxn05219	METabc			
rxn10113_c0	>	Cytosol_0	(ASD46_RS06370 or ASD46_RS06380 or ASD46_RS06385 or ASD46_RS06375 or ((ASD46_RS25280 or ASD46_RS07225) and (ASD46_RS07230 or ASD46_RS25275)) or (Unknown and ASD46_RS15460 and Unknown and Unknown and Unknown) or (Unknown and Unknown and Unknown and Unknown and ASD46_RS17245 and Unknown and Unknown and Unknown and ASD46_RS17250 and Unknown) or (Unknown and ASD46_RS07215 and Unknown and Unknown and ASD46_RS07220 and Unknown))	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)_c0		-36.95		(0.5)  cpd00007[c0] + (2.5)  cpd00067[c0] + (1)  cpd15561[c0] => (1)  cpd00001[c0] + (2.5)  cpd00067[e0] + (1)  cpd15560[c0]	(0.5)  O2_c0[c0] + (2.5)  H+_c0[c0] + (1)  Ubiquinol-8_c0[c0] => (1)  H2O_c0[c0] + (2.5)  H+_e0[e0] + (1)  Ubiquinone-8_c0[c0]	rxn10113	CYTBO3			
rxn00879_c0	=	Cytosol_0	(ASD46_RS21520 or ASD46_RS25845 or ASD46_RS25615)	myo-Inositol:NAD+ 2-oxidoreductase_c0		2.3		(1)  cpd00003[c0] + (1)  cpd00121[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00524[c0]	(1)  NAD_c0[c0] + (1)  L-Inositol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  2-Inosose_c0[c0]	rxn00879	INS2D	R01183	Streptomycin biosynthesis|Inositol phosphate metabolism	
rxn03406_c0	>	Cytosol_0	(ASD46_RS14525 or ASD46_RS19925)	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-_c0		-44.53		(1)  cpd00002[c0] + (1)  cpd00013[c0] + (1)  cpd03487[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd03488[c0]	(1)  ATP_c0[c0] + (1)  NH3_c0[c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine) -L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine) -L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine_c0[c0]	rxn03406	GLNSP1			
rxn00029_c0	>	Cytosol_0	ASD46_RS01650	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)_c0	4.2.1.24	-15.3		(2)  cpd00338[c0] => (2)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00689[c0]	(2)  5-Aminolevulinate_c0[c0] => (2)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Porphobilinogen_c0[c0]	rxn00029	HEM2	R00036	Porphyrin and chlorophyll metabolism	Biosynthesis|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|Porphyrin-Compounds-Biosynthesis|Tetrapyrrole-Biosynthesis
rxn06673_c0	>	Cytosol_0	(ASD46_RS13295 and ASD46_RS16505)	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)_c0		-10.65		(1)  cpd00022[c0] + (1)  cpd12543[c0] => (1)  cpd00070[c0] + (1)  cpd12848[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  Carboxybiotin-carboxyl-carrier protein_c0[c0] => (1)  Malonyl-CoA_c0[c0] + (1)  Holo-[carboxylase]_c0[c0]	rxn06673		R04386	Fatty acid biosynthesis	
rxn10154_c0	=	Cytosol_0	ASD46_RS11645	TRANS-RXN-121.cp_c0		0.0		(1)  cpd00036[e0] + (2)  cpd00067[e0] <=> (1)  cpd00036[c0] + (2)  cpd00067[c0]	(1)  Succinate_e0[e0] + (2)  H+_e0[e0] <=> (1)  Succinate_c0[c0] + (2)  H+_c0[c0]	rxn10154	SUCCt2_2			
rxn12646_c0	=	Cytosol_0	((ASD46_RS16935 or ASD46_RS19140) or ASD46_RS01880 or ASD46_RS02465 or ASD46_RS12070 or ASD46_RS06030 or ASD46_RS12070)	RXN0-6983.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11580[c0] <=> (1)  cpd00033[c0] + (1)  cpd00053[c0]	(1)  H2O_c0[c0] + (1)  Gly-Gln_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Glutamine_c0[c0]	rxn12646	MEAMP1(gly-gln)			
rxn06777_c0	=	Cytosol_0	(ASD46_RS04820 and ASD46_RS04820)	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase_c0		3.76		(1)  cpd00003[c0] + (1)  cpd03115[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd12689[c0]	(1)  NAD_c0[c0] + (1)  (S) -3-Hydroxytetradecanoyl-CoA_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Oxotetradecanoyl-CoA_c0[c0]	rxn06777	HACD6	R04739	Fatty acid elongation|Fatty acid degradation	
rxn03869_c0	>	Cytosol_0	(ASD46_RS12740 or ASD46_RS08120)	Acylamide aminohydrolase_c0		-4.72		(1)  cpd00001[c0] + (1)  cpd06707[c0] => (1)  cpd00013[c0] + (1)  cpd00153[c0]	(1)  H2O_c0[c0] + (1)  Benzamide_c0[c0] => (1)  NH3_c0[c0] + (1)  Benzoate_c0[c0]	rxn03869		R05590	Aminobenzoate degradation	
rxn05256_c0	>	Cytosol_0	(ASD46_RS03290 and ASD46_RS03290)	AMP,sulfite:thioredoxin-disulfide oxidoreductase(adenosine-5'-phosphosulfate-forming)_c0				(1)  cpd00193[c0] + (1)  cpd11421[c0] => (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0] + (1)  cpd11420[c0]	(1)  APS_c0[c0] + (1)  trdrd_c0[c0] => (1)  AMP_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfite_c0[c0] + (1)  trdox_c0[c0]	rxn05256	APSPTi	R07176		
rxn05448_c0	>	Cytosol_0	(ASD46_RS06335 or ASD46_RS03590)	10-methyl-trans-undec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11560[c0] => (1)  cpd00003[c0] + (1)  cpd11561[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  10-methyl-trans-undec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  10-methyl-undecanoyl-ACP_c0[c0]	rxn05448				
rxn05446_c0	>	Cytosol_0	(ASD46_RS03590 or ASD46_RS06335)	6-methyl-trans-hept-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11552[c0] => (1)  cpd00003[c0] + (1)  cpd11553[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  6-methyl-trans-hept-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  6-methyl-heptanoyl-ACP_c0[c0]	rxn05446				
rxn02175_c0	=	Cytosol_0	ASD46_RS19505	ATP:pantetheine-4'-phosphate adenylyltransferase_c0		1.07		(1)  cpd00002[c0] + (1)  cpd00834[c0] <=> (1)  cpd00012[c0] + (1)  cpd00655[c0]	(1)  ATP_c0[c0] + (1)  Phosphopantetheine_c0[c0] <=> (1)  PPi_c0[c0] + (1)  Dephospho-CoA_c0[c0]	rxn02175	PTPAT	R03035	Pantothenate and CoA biosynthesis	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn01634_c0	>	Cytosol_0	ASD46_RS21940	5-Dehydro-4-deoxy-D-glucarate hydro-lyase (decarboxylating)_c0	4.2.1.41	-12.26		(1)  cpd00067[c0] + (1)  cpd00515[c0] => (1)  cpd00001[c0] + (1)  cpd00011[c0] + (1)  cpd00340[c0]	(1)  H+_c0[c0] + (1)  5-Dehydro-4-deoxy-D-glucarate_c0[c0] => (1)  H2O_c0[c0] + (1)  CO2_c0[c0] + (1)  2,5-Dioxopentanoate_c0[c0]	rxn01634	D4DGCD	R02279	Ascorbate and aldarate metabolism	D-Galactarate-Degradation|D-Glucarate-Degradation|Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn02835_c0	=	Cytosol_0	(ASD46_RS16600 and ASD46_RS19825)	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase_c0		4.04		(1)  cpd00001[c0] + (1)  cpd01777[c0] <=> (1)  cpd02979[c0]	(1)  H2O_c0[c0] + (1)  Phosphoribosyl-AMP_c0[c0] <=> (1)  phosphoribosylformiminoaicar-phosphate_c0[c0]	rxn02835	HIS4_2	R04037	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn03884_c0	=	Cytosol_0	(ASD46_RS21600 and ASD46_RS21600)	2-dehydro-3-deoxy-D-gluconate-6-phosphate D-glyceraldehyde-3-phosphate-lyase_c0		0.75		(1)  cpd02711[c0] <=> (1)  cpd00020[c0] + (1)  cpd00102[c0]	(1)  2-Keto-3-deoxy-6-phosphogluconate_c0[c0] <=> (1)  Pyruvate_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0]	rxn03884	EDA	R05605	Pentose phosphate pathway|Pentose and glucuronate interconversions	Carbohydrates-Degradation|Degradation|ENTNER-DOUDOROFF-PWY|Energy-Metabolism|GLYCOLYSIS-E-D|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn04385_c0	>	Cytosol_0	ASD46_RS16285	L-threonine-O-3-phosphate carboxy-lyase_c0	4.1.1.81	-3.09		(1)  cpd00067[c0] + (1)  cpd08928[c0] => (1)  cpd00011[c0] + (1)  cpd02547[c0]	(1)  H+_c0[c0] + (1)  L-Threonine phosphate_c0[c0] => (1)  CO2_c0[c0] + (1)  (R) -1-Aminopropan-2-yl phosphate_c0[c0]	rxn04385	THRPD	R06530	Porphyrin and chlorophyll metabolism	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THREOCAT-PWY|THREONINE-DEG|Vitamin-Biosynthesis
rxn00324_c0	=	Cytosol_0	(ASD46_RS06685 and ASD46_RS06685)	glycolate:NADP+ oxidoreductase_c0		7.68		(1)  cpd00006[c0] + (1)  cpd00139[c0] <=> (1)  cpd00005[c0] + (1)  cpd00040[c0] + (1)  cpd00067[c0]	(1)  NADP_c0[c0] + (1)  Glycolate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  Glyoxalate_c0[c0] + (1)  H+_c0[c0]	rxn00324	GLYCLTDy	R00465	Glyoxylate and dicarboxylate metabolism	
rxn08839_c0	=	Cytosol_0	(ASD46_RS17790 or ASD46_RS14740)	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)_c0		-331.84		(1)  cpd00001[c0] + (1)  cpd15337[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd03847[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine tetradecanoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  Myristic acid_c0[c0]	rxn08839	LPLIPAL2E140			
rxn03536_c0	=	Cytosol_0	ASD46_RS18870	R05221_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd03918[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd03919[c0]	(1)  ATP_c0[c0] + (1)  Adenosyl cobinamide_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  Adenosyl cobinamide phosphate_c0[c0]	rxn03536	ADCOBAK	R05221	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn01575_c0	=	Cytosol_0	ASD46_RS03030	L-Isoleucine:2-oxoglutarate aminotransferase_c0		0.0		(1)  cpd00024[c0] + (1)  cpd00322[c0] <=> (1)  cpd00023[c0] + (1)  cpd00508[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-Isoleucine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  3MOP_c0[c0]	rxn01575	BAT2_1	R02199	Valine, leucine and isoleucine degradation|Valine, leucine and isoleucine biosynthesis|Glucosinolate biosynthesis	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|GLYCINE-SYN|ILEUDEG-PWY|ILEUSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-DEG|ISOLEUCINE-SYN|THREOCAT-PWY|THREONINE-DEG
rxn05150_c0	>	Cytosol_0	((ASD46_RS18780 or ASD46_RS11050) and (ASD46_RS11055 or ASD46_RS18785) and (ASD46_RS18790 or ASD46_RS11045))	zinc transport via ABC system_c0	TC-3.A.1.15	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00034[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00034[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Zn2+_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Zn2+_c0[c0] + (1)  H+_c0[c0]	rxn05150	ZN2abc2			
rxn00656_c0	=	Cytosol_0	(ASD46_RS11790 or ASD46_RS02380 or ASD46_RS11655)	L-Alanine:3-oxopropanoate aminotransferase_c0		1.0		(1)  cpd00035[c0] + (1)  cpd00191[c0] <=> (1)  cpd00020[c0] + (1)  cpd00085[c0]	(1)  L-Alanine_c0[c0] + (1)  3-Oxopropanoate_c0[c0] <=> (1)  Pyruvate_c0[c0] + (1)  beta-Alanine_c0[c0]	rxn00656	APATr	R00907	beta-Alanine metabolism|Propanoate metabolism	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Beta-Alanine-Biosynthesis|Beta-Alanine-Degradation|Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|Degradation|IND-AMINO-ACID-SYN
rxn10335_c0	=	Cytosol_0	(ASD46_RS19245 or ASD46_RS24580)	myristoyl-cardiolipin synthase_c0		0.0		(2)  cpd15536[c0] <=> (1)  cpd00100[c0] + (1)  cpd15792[c0]	(2)  Phosphatidylglycerol ditetradecanoyl_c0[c0] <=> (1)  Glycerol_c0[c0] + (1)  Myristoylcardiolipin (B. subtilis) _c0[c0]	rxn10335				
rxn01868_c0	>	Cytosol_0	ASD46_RS03240	p-Cumic alcohol:NADP+ oxidoreductase_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd00447[c0] => (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd00540[c0]	(1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  Betaine aldehyde_c0[c0] => (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  BET_c0[c0]	rxn01868	BETALDHy	R02566	Glycine, serine and threonine metabolism	
