id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn00097_c0	=	Cytosol_0	(ASD46_RS08990 or WP_003516123.1)	ATP:AMP phosphotransferase_c0		9.53		(1)  cpd00002[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] <=> (2)  cpd00008[c0]	(1)  ATP_c0[c0] + (1)  AMP_c0[c0] + (1)  H+_c0[c0] <=> (2)  ADP_c0[c0]	rxn00097	ADK1	R00127	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PRPP-PWY|PUR-NUC-SYN|PYR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Purine-Nucleotides-Salvage
rxn02212_c0	>	Cytosol_0	(ASD46_RS13275 or WP_003511355.1)	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)_c0	4.2.3.4	-7.4		(1)  cpd02857[c0] => (1)  cpd00009[c0] + (1)  cpd00699[c0]	(1)  DAHP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  5-Dehydroquinate_c0[c0]	rxn02212	ARO1_1	R03083	Phenylalanine, tyrosine and tryptophan biosynthesis	3-Dehydroquinate-Biosynthesis|ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis
rxn00695_c0	=	Cytosol_0	((ASD46_RS07160 or WP_004431809.1) and Unknown)	ATP:alpha-D-glucose-1-phosphate adenylyltransferase_c0		1.07		(1)  cpd00002[c0] + (1)  cpd00089[c0] <=> (1)  cpd00012[c0] + (1)  cpd00387[c0]	(1)  ATP_c0[c0] + (1)  Glucose-1-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  ADPglucose_c0[c0]	rxn00695	GLGC	R00948	Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism	Antibiotic-Biosynthesis|Biosynthesis|Carbohydrates-Biosynthesis|GLYCOGEN-BIOSYN|GLYCOGENSYNTH-PWY|Polysaccharides-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05116_c0	>	Cytosol_0	(WP_025592978.1 or ASD46_RS01905)	R07406_c0		-3.09		(1)  cpd00067[c0] + (1)  cpd04539[c0] => (1)  cpd00011[c0] + (1)  cpd08449[c0]	(1)  H+_c0[c0] + (1)  2-Amino-3-oxo-4-phosphonooxybutyrate_c0[c0] => (1)  CO2_c0[c0] + (1)  3-Amino-2-oxopropyl phosphate_c0[c0]	rxn05116	SPONT1	R07406	Vitamin B6 metabolism	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn00655_c0	=	Cytosol_0	(WP_013761076.1 or WP_019567030.1 or ASD46_RS21525 or ASD46_RS20600 or WP_013762344.1 or ASD46_RS21175)	N-(D-1-carboxyethyl)-beta-alanine:NAD+ oxidoreductase (beta-alanine-forming)_c0	1.5.1.26	9.21		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd01489[c0] <=> (1)  cpd00004[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  cpd00085[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  beta-Alanopine_c0[c0] <=> (1)  NADH_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  beta-Alanine_c0[c0]	rxn00655		R00906		
rxn00692_c0	=	Cytosol_0	(WP_003512506.1 or WP_019566911.1 or ASD46_RS01630 or ASD46_RS23890)	5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase_c0		-0.05		(1)  cpd00001[c0] + (1)  cpd00033[c0] + (1)  cpd00125[c0] <=> (1)  cpd00054[c0] + (1)  cpd00087[c0]	(1)  H2O_c0[c0] + (1)  Glycine_c0[c0] + (1)  5-10-Methylenetetrahydrofolate_c0[c0] <=> (1)  L-Serine_c0[c0] + (1)  Tetrahydrofolate_c0[c0]	rxn00692	GHMT	R00945	Glycine, serine and threonine metabolism|Cyanoamino acid metabolism|Glyoxylate and dicarboxylate metabolism|One carbon pool by folate|Methane metabolism	1CMET2-PWY|AMINE-DEG|Amino-Acid-Biosynthesis|Biosynthesis|C1-COMPOUNDS|Cofactor-Biosynthesis|Degradation|Energy-Metabolism|Folate-Biosynthesis|Formaldehyde-Assimilation|GLYCINE-SYN|GLYSYN-PWY|IND-AMINO-ACID-SYN|NUCLEO-DEG|Photosynthesis|Purine-Degradation|SER-GLYSYN-PWY|Vitamin-Biosynthesis
rxn00802_c0	=	Cytosol_0	(WP_003511325.1 or ASD46_RS20770 or ASD46_RS13135 or WP_013761104.1)	2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)_c0		7.34		(1)  cpd02152[c0] <=> (1)  cpd00051[c0] + (1)  cpd00106[c0]	(1)  L-Argininosuccinate_c0[c0] <=> (1)  L-Arginine_c0[c0] + (1)  Fumarate_c0[c0]	rxn00802		R01086	Alanine, aspartate and glutamate metabolism|Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-DEG|ARGININE-SYN|ARGININE-SYN4-PWY|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Citrulline-Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Metabolic-Regulators|NITROGEN-DEG|Nitric-Oxide-Biosynthesis|Noncarbon-Nutrients|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn11632_c0	=	Cytosol_0	(WP_013635420.1 or ASD46_RS04990)	5-Hydroxykynurenine:2-oxoglutarate aminotransferase_c0		-1.24		(1)  cpd03362[c0] + (1)  cpd11625[c0] <=> (1)  cpd00067[c0] + (1)  cpd03363[c0] + (1)  cpd11612[c0]	(1)  5-Hydroxykynurenine_c0[c0] + (1)  2-Oxo acid_c0[c0] <=> (1)  H+_c0[c0] + (1)  4-(2-Amino-5-hydroxyphenyl) -2,4-dioxobutanoate_c0[c0] + (1)  Amino acid_c0[c0]	rxn11632		R04913	Tryptophan metabolism	
rxn02160_c0	>	Cytosol_0	(WP_003516959.1 or ASD46_RS12180 or ASD46_RS08015 or WP_035199503.1 or WP_003511569.1 or ASD46_RS14735)	L-Histidinol-phosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00807[c0] => (1)  cpd00009[c0] + (1)  cpd00641[c0]	(1)  H2O_c0[c0] + (1)  L-histidinol-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  L-Histidinol_c0[c0]	rxn02160	HIS2	R03013	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn08802_c0	=	Cytosol_0	(ASD46_RS17790 or ASD46_RS14740 or WP_013761271.1 or WP_003511570.1 or WP_035198973.1 or ASD46_RS25940 or WP_003517168.1 or ASD46_RS22825)	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)_c0		-291.05		(1)  cpd00001[c0] + (1)  cpd15328[c0] <=> (2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15269[c0]	(1)  H2O_c0[c0] + (1)  1-octadec-11-enoyl-sn-glycerol 3-phosphate_c0[c0] <=> (2)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  octadecenoate_c0[c0]	rxn08802	LPLIPAL1A181pp			
rxn00926_c0	>	Cytosol_0	(ASD46_RS16995 or WP_019565181.1)	Adenine aminohydrolase_c0		-8.48		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00128[c0] => (1)  cpd00013[c0] + (1)  cpd00226[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Adenine_c0[c0] => (1)  NH3_c0[c0] + (1)  HYXN_c0[c0]	rxn00926	AAH1_3	R01244	Purine metabolism	Adenine-Adenosine-Salvage|Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotides-Salvage
rxn02996_c0	=	Cytosol_0	(ASD46_RS11540 or WP_013761545.1)	4-Hydroxyphenylethanol:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd03597[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02361[c0]	(1)  NAD_c0[c0] + (1)  Tyrosol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  4-Hydroxyphenylacetaldehyde_c0[c0]	rxn02996		R04304	Tyrosine metabolism	Amino-Acid-Degradation|Biosynthesis|Degradation|PWY3O-4108|SECONDARY-METABOLITE-BIOSYNTHESIS|TYROSINE-DEG
rxn10230_c0	>	Cytosol_0	(WP_003512304.1 or ASD46_RS02115)	anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0		-15.04		(1)  cpd00054[c0] + (1)  cpd15687[c0] => (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd15693[c0]	(1)  L-Serine_c0[c0] + (1)  CDP-1,2-dianteisopentadecanoylglycerol_c0[c0] => (1)  CMP_c0[c0] + (2)  H+_c0[c0] + (1)  Dianteisopentadecanoylphosphatidylserine_c0[c0]	rxn10230				
rxn11959_c0	=	Cytosol_0	(ASD46_RS14020 or ASD46_RS12325 or WP_060642015.1 or WP_060642332.1 or WP_060642479.1 or ASD46_RS08485)	toluene, ferredoxin:oxygen oxidoreductase_c0		81.46		(1)  cpd00001[c0] + (1)  cpd00435[c0] + (1)  cpd11621[c0] <=> (1)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd01034[c0] + (1)  cpd11620[c0]	(1)  H2O_c0[c0] + (1)  Phenylcarbinol_c0[c0] + (1)  Oxidizedferredoxin_c0[c0] <=> (1)  O2_c0[c0] + (2)  H+_c0[c0] + (1)  Toluol_c0[c0] + (1)  Reducedferredoxin_c0[c0]	rxn11959		R02550	Toluene degradation	
rxn00913_c0	>	Cytosol_0	(WP_025595375.1 or ASD46_RS14260)	Guanosine 5'-monophosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00126[c0] => (1)  cpd00009[c0] + (1)  cpd00311[c0]	(1)  H2O_c0[c0] + (1)  GMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Guanosine_c0[c0]	rxn00913	NTD9	R01227	Purine metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|Guanosine-Nucleotides-Degradation|NUCLEO-DEG|P165-PWY|Purine-Degradation|Urate-Degradation
rxn08809_c0	=	Cytosol_0	(ASD46_RS14740 or WP_013761271.1 or WP_003511570.1 or ASD46_RS17790 or ASD46_RS22825 or WP_035198973.1 or ASD46_RS25940 or WP_003517168.1)	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)_c0		-264.53		(1)  cpd00001[c0] + (1)  cpd12547[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15269[c0]	(1)  H2O_c0[c0] + (1)  L-2-Lysophosphatidylethanolamine_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  octadecenoate_c0[c0]	rxn08809	LPLIPAL1E181pp			
rxn03958_c0	=	Cytosol_0	(ASD46_RS15300 or WP_025594535.1)	1-Deoxy-D-xylulose-5-phosphate isomeroreductase_c0		5.18		(1)  cpd00006[c0] + (1)  cpd08286[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd08289[c0]	(1)  NADP_c0[c0] + (1)  2-C-methyl-D-erythritol4-phosphate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  1-deoxy-D-xylulose5-phosphate_c0[c0]	rxn03958	DXPRI	R05688	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn00131_c0	=	Cytosol_0	(WP_003512205.1 or ASD46_RS02370)	AMP phosphoribohydrolase_c0		-0.73		(1)  cpd00001[c0] + (1)  cpd00018[c0] <=> (1)  cpd00101[c0] + (1)  cpd00128[c0]	(1)  H2O_c0[c0] + (1)  AMP_c0[c0] <=> (1)  ribose-5-phosphate_c0[c0] + (1)  Adenine_c0[c0]	rxn00131		R00182	Purine metabolism	Adenosine-Nucleotides-Degradation|Degradation|NUCLEO-DEG|Purine-Degradation
rxn00178_c0	=	Cytosol_0	(ASD46_RS16075 or WP_025592421.1 or WP_060642352.1 or WP_003517520.1 or WP_025594649.1 or ASD46_RS22895 or ASD46_RS04830 or ASD46_RS12575)	Acetyl-CoA:acetyl-CoA C-acetyltransferase_c0		7.06		(2)  cpd00022[c0] <=> (1)  cpd00010[c0] + (1)  cpd00279[c0]	(2)  Acetyl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (1)  Acetoacetyl-CoA_c0[c0]	rxn00178	AACOAT	R00238	Fatty acid degradation|Synthesis and degradation of ketone bodies|Valine, leucine and isoleucine degradation|Lysine degradation|Benzoate degradation|Tryptophan metabolism|Pyruvate metabolism|Glyoxylate and dicarboxylate metabolism|Propanoate metabolism|Butanoate metabolism|Carbon fixation pathways in prokaryotes|Terpenoid backbone biosynthesis	ACETOACETATE-DEG-PWY|AROMATIC-COMPOUNDS-DEGRADATION|Acetyl-CoA-Butyrate|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBOXYLATES-DEG|CENTFERM-PWY|CO2-Fixation|Cofactor-Biosynthesis|DITERPENOID-SYN|Degradation|ERGOSTEROL-SYN-PWY|Energy-Metabolism|Fatty-Acid-and-Lipid-Degradation|Fermentation|GGPP-Biosynthesis|GLUDEG-II-PWY|GLUTAMATE-DEG|ISOPRENOIDS|LYSINE-DEG|Lipid-Biosynthesis|OTHER-ENERGY|Other-biosynthesis|P163-PWY|PWY1-3|PWY66-367|PWY66-368|PWY66-5|Polyprenyl-Biosynthesis|Pyruvate-Degradation|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|TOLUENE-DEG|TRYPTOPHAN-DEG|TRYPTOPHAN-DEGRADATION-1|Terpenoid-Biosynthesis
rxn01362_c0	<	Cytosol_0	((ASD46_RS05125 or WP_003514873.1) or (WP_003512343.1 or ASD46_RS02045 or ASD46_RS12750 or WP_060642366.1))	Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase_c0		12.54		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00810[c0] <= (1)  cpd00103[c0] + (1)  cpd00247[c0]	(1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  Orotidylic acid_c0[c0] <= (1)  PRPP_c0[c0] + (1)  Orotate_c0[c0]	rxn01362	ORPT	R01870	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn03174_c0	<	Cytosol_0	(ASD46_RS16995 or WP_019565181.1)	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase_c0		7.22		(1)  cpd00001[c0] + (1)  cpd02978[c0] <= (1)  cpd03666[c0]	(1)  H2O_c0[c0] + (1)  7,8-Dihydroneopterin 3'-triphosphate_c0[c0] <= (1)  2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl) - amino-4-oxopyrimidine_c0[c0]	rxn03174		R04639	Folate biosynthesis	
rxn00549_c0	>	Cytosol_0	(ASD46_RS12180 or ASD46_RS08015 or WP_003516959.1 or ASD46_RS14735 or WP_003511569.1 or WP_035199503.1)	D-Fructose-1,6-bisphosphate 1-phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00290[c0] => (1)  cpd00009[c0] + (1)  cpd00072[c0]	(1)  H2O_c0[c0] + (1)  D-fructose-1,6-bisphosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  D-fructose-6-phosphate_c0[c0]	rxn00549	FBP	R00762	Methane metabolism|Carbon fixation in photosynthetic organisms	
rxn03951_c0	=	Cytosol_0	((ASD46_RS01905 or WP_025592978.1) or (ASD46_RS01905 or WP_025592978.1))	NAD-dependent threonine 4-phosphate dehydrogenase_c0		3.76		(1)  cpd00003[c0] + (1)  cpd03607[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd04539[c0]	(1)  NAD_c0[c0] + (1)  4-(Phosphonooxy) -threonine_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  2-Amino-3-oxo-4-phosphonooxybutyrate_c0[c0]	rxn03951	THPDH	R05681	Vitamin B6 metabolism	
rxn07875_c0	=	Cytosol_0	(WP_003514078.1 or ASD46_RS24560)	R08086_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd01061[c0] <=> (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd15165[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Geranial_c0[c0] <=> (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  Geranic acid_c0[c0]	rxn07875		R08086	Geraniol degradation	Degradation|SECONDARY-METABOLITE-DEGRADATION|TERPENOID-DEG
rxn00506_c0	>	Cytosol_0	(ASD46_RS12220 or ASD46_RS23420 or ASD46_RS17330 or WP_060641978.1 or WP_003517028.1 or ASD46_RS08125 or WP_003513477.1 or WP_003518309.1 or ASD46_RS17725 or ASD46_RS11785 or WP_003510910.1 or ASD46_RS07510 or WP_003511064.1 or WP_013762124.1 or ASD46_RS08195 or WP_013636539.1)	Acetaldehyde:NAD+ oxidoreductase_c0		-11.99		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00071[c0] => (1)  cpd00004[c0] + (1)  cpd00029[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Acetaldehyde_c0[c0] => (1)  NADH_c0[c0] + (1)  Acetate_c0[c0] + (2)  H+_c0[c0]	rxn00506	ALD2	R00710	Glycolysis / Gluconeogenesis|Pyruvate metabolism	Alcohol-Degradation|Degradation|Ethanol-Degradation|PWY66-161|PWY66-162|PWY66-21
rxn00584_c0	>	Cytosol_0	(WP_060642877.1 or ASD46_RS23930)	(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)_c0		-11.3		(1)  cpd00003[c0] + (1)  cpd03762[c0] => (1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00077[c0]	(1)  NAD_c0[c0] + (1)  cis-1,2-dihydroxybenzoate_c0[c0] => (1)  NADH_c0[c0] + (1)  CO2_c0[c0] + (1)  Catechol_c0[c0]	rxn00584	BZDIOLDH	R00813	Benzoate degradation	AROMATIC-COMPOUNDS-DEGRADATION|Benzoate-Degradation|Degradation|MANDELATE-DEG|TOLUENE-DEG
rxn11723_c0	=	Cytosol_0	(ASD46_RS00045 or WP_025593396.1)	R08188_c0		-5.76		(1)  cpd00001[c0] + (1)  cpd16346[c0] <=> (1)  cpd00010[c0] + (2)  cpd00067[c0] + (1)  cpd05238[c0]	(1)  H2O_c0[c0] + (1)  Nervonoyl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (2)  H+_c0[c0] + (1)  Nervonic acid_c0[c0]	rxn11723		R08188	Biosynthesis of unsaturated fatty acids	
rxn10060_c0	=	Cytosol_0	(ASD46_RS00530 or WP_003512774.1)	NAD kinase (dTTP)_c0		-4.5		(1)  cpd00003[c0] + (1)  cpd00357[c0] <=> (1)  cpd00006[c0] + (1)  cpd00067[c0] + (1)  cpd00297[c0]	(1)  NAD_c0[c0] + (1)  TTP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  H+_c0[c0] + (1)  dTDP_c0[c0]	rxn10060				
rxn02933_c0	=	Cytosol_0	(((ASD46_RS04820 or WP_035197760.1) and Unknown) or (WP_035197760.1 or ASD46_RS04820))	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase_c0		3.76		(1)  cpd00003[c0] + (1)  cpd02691[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02124[c0]	(1)  NAD_c0[c0] + (1)  2-methyl-3-hydroxy-butyryl-CoA_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  2-Methylacetoacetyl-CoA_c0[c0]	rxn02933	3H2MBCOAD	R04203	Valine, leucine and isoleucine degradation	Amino-Acid-Degradation|Biosynthesis|Degradation|ILEUDEG-PWY|ISOLEUCINE-DEG|Other-biosynthesis
rxn02261_c0	=	Cytosol_0	(ASD46_RS12715 or WP_003511223.1)	R03158_c0		5.76		(1)  cpd00010[c0] + (2)  cpd00067[c0] + (1)  cpd00745[c0] <=> (1)  cpd00001[c0] + (1)  cpd03375[c0]	(1)  CoA_c0[c0] + (2)  H+_c0[c0] + (1)  Hydracrylic acid_c0[c0] <=> (1)  H2O_c0[c0] + (1)  3-Hydroxypropanoyl-CoA_c0[c0]	rxn02261		R03158	beta-Alanine metabolism|Propanoate metabolism	Amino-Acid-Biosynthesis|Beta-Alanine-Biosynthesis|Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|IND-AMINO-ACID-SYN
rxn14037_c0	=	Cytosol_0	(ASD46_RS04990 or WP_013635420.1)	amino acid:2-oxo-acid aminotransferase_c0		0.0		(1)  cpd11612[c0] + (1)  cpd17454[c0] <=> (1)  cpd11625[c0] + (1)  cpd17455[c0]	(1)  Amino acid_c0[c0] + (1)  Aliphatic oxo acid_c0[c0] <=> (1)  2-Oxo acid_c0[c0] + (1)  Homoamino acid_c0[c0]	rxn14037		R08683		
rxn00465_c0	=	Cytosol_0	(WP_060642636.1 or ASD46_RS21170)	L-Citrulline N5-carbamoyldihydrolase_c0		2.73		(1)  cpd00001[c0] + (2)  cpd00067[c0] + (1)  cpd00274[c0] <=> (1)  cpd00011[c0] + (1)  cpd00013[c0] + (1)  cpd00064[c0]	(1)  H2O_c0[c0] + (2)  H+_c0[c0] + (1)  Citrulline_c0[c0] <=> (1)  CO2_c0[c0] + (1)  NH3_c0[c0] + (1)  Ornithine_c0[c0]	rxn00465		R00665		Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN
rxn14379_c0	=	Cytosol_0	(WP_025594429.1 or ASD46_RS24375)	11beta,21-dihydroxy-5beta-pregnane-3,20-dione:NADP+ 4,5-oxidoreductase_c0		13.57		(1)  cpd00006[c0] + (1)  cpd03256[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd01450[c0]	(1)  NADP_c0[c0] + (1)  5beta-Pregnane-11beta,21-diol-3,20-dione_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  Corticosterone_c0[c0]	rxn14379		R03850		
rxn05127_c0	>	Cytosol_0	(ASD46_RS24560 or WP_003514078.1)	R07418_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd11341[c0] => (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd11408[c0]	(1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  gamma-glutamyl-gamma-butyraldehyde_c0[c0] => (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  gamma-Glutamyl-GABA_c0[c0]	rxn05127	GGGABADr	R07418	Arginine and proline metabolism	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn00305_c0	>	Cytosol_0	(WP_025592238.1 or ASD46_RS05545)	GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming)_c0		-9.82		(1)  cpd00032[c0] + (1)  cpd00038[c0] => (1)  cpd00011[c0] + (1)  cpd00031[c0] + (1)  cpd00061[c0]	(1)  Oxaloacetate_c0[c0] + (1)  GTP_c0[c0] => (1)  CO2_c0[c0] + (1)  GDP_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0]	rxn00305	PEPCK_re	R00431	Glycolysis / Gluconeogenesis|Citrate cycle (TCA cycle)|Pyruvate metabolism	
rxn01445_c0	>	Cytosol_0	(WP_025595375.1 or ASD46_RS14260)	2'-Deoxyguanosine 5'-monophosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00296[c0] => (1)  cpd00009[c0] + (1)  cpd00277[c0]	(1)  H2O_c0[c0] + (1)  dGMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Deoxyguanosine_c0[c0]	rxn01445	NTD8	R01968	Purine metabolism	
rxn05248_c0	>	Cytosol_0	(WP_003514883.1 or ASD46_RS05095)	FACOAL150(anteiso)_c0		-2.4859999999999998		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd11438[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd11439[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  fa4_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  fa4coa_c0[c0]	rxn05248				
rxn06403_c0	=	Cytosol_0	(ASD46_RS18800 or ASD46_RS15120 or WP_060642575.1 or WP_025594498.1)	D-Glucoside glucohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd01240[c0] <=> (1)  cpd00027[c0] + (1)  cpd11848[c0]	(1)  H2O_c0[c0] + (1)  D-Glucoside_c0[c0] <=> (1)  D-Glucose_c0[c0] + (1)  ROH_c0[c0]	rxn06403		R03527	Starch and sucrose metabolism	
rxn14290_c0	=	Cytosol_0	(ASD46_RS04990 or WP_013635420.1)	pentahomomethionine:2-oxo-acid aminotransferase_c0		1.24		(1)  cpd00067[c0] + (1)  cpd11623[c0] + (1)  cpd17418[c0] <=> (1)  cpd11625[c0] + (1)  cpd17419[c0]	(1)  H+_c0[c0] + (1)  L-Amino acid_c0[c0] + (1)  9-Methylthio-2-nonanoic acid_c0[c0] <=> (1)  2-Oxo acid_c0[c0] + (1)  Pentahomomethionine_c0[c0]	rxn14290		R08643	Glucosinolate biosynthesis	
rxn08841_c0	=	Cytosol_0	(ASD46_RS25940 or WP_035198973.1 or WP_003517168.1 or ASD46_RS22825 or ASD46_RS17790 or WP_013761271.1 or ASD46_RS14740 or WP_003511570.1)	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)_c0		-328.6		(1)  cpd00001[c0] + (1)  cpd15339[c0] <=> (1)  cpd00067[c0] + (1)  cpd00214[c0] + (1)  cpd00908[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) _c0[c0] <=> (1)  H+_c0[c0] + (1)  Palmitate_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0]	rxn08841	LPLIPAL2E160			
